feature,mean_importance
Ensemble_prediction,-0.022119049600134288
68_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.018631061289727822
83_ExtraTrees_prediction,-0.013842520223530542
79_RandomForest_prediction,-0.009088244660114552
89_DecisionTree_prediction,-0.006291719753952418
25_LightGBM_GoldenFeatures_prediction,-0.00549397381107739
60_NearestNeighbors_prediction,-0.00409807155146451
92_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.0036885826363939334
65_Xgboost_GoldenFeatures_SelectedFeatures_BoostOnErrors_prediction,-0.0028367264597969123
34_RandomForest_prediction,-0.002683459094641161
exper,-0.002072860463329285
52_NeuralNetwork_prediction,-0.0013852847195234609
57_NearestNeighbors_prediction,-0.001228618544685034
37_RandomForest_prediction,-0.001149968974284099
82_NeuralNetwork_prediction,-0.00048209486685779623
female,-0.00040041391035401387
51_NeuralNetwork_prediction,0.0
educ,0.0
53_NeuralNetwork_prediction,0.0
32_RandomForest_prediction,0.0
81_ExtraTrees_prediction,0.0
43_ExtraTrees_prediction,0.0
48_NeuralNetwork_prediction,0.0
87_ExtraTrees_prediction,0.0
8_Default_NeuralNetwork_prediction,0.0
84_ExtraTrees_prediction,0.0
58_NearestNeighbors_prediction,0.0
11_Default_NearestNeighbors_prediction,0.0
54_NeuralNetwork_prediction,0.0
5_Linear_prediction,0.0
61_NearestNeighbors_prediction,0.0
104_DecisionTree_prediction,0.0
105_DecisionTree_prediction,0.0
63_NearestNeighbors_prediction,0.0
90_DecisionTree_prediction,0.0
62_NearestNeighbors_prediction,0.0
88_NeuralNetwork_prediction,0.0
91_DecisionTree_prediction,0.0
3_DecisionTree_prediction,0.0
97_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0
99_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0
100_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0
98_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0
72_LightGBM_GoldenFeatures_prediction,0.0
73_LightGBM_GoldenFeatures_prediction,0.0
96_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0
38_RandomForest_prediction,0.0
76_RandomForest_prediction,0.0
95_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0
93_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0
14_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0
85_RandomForest_prediction,0.0
married,0.0
25_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0
4_DecisionTree_prediction,1.0337665685544729e-05
2_DecisionTree_prediction,0.0018765424659091812
102_ExtraTrees_prediction,0.00411549264516291
59_NearestNeighbors_prediction,0.005490213528014998
77_NeuralNetwork_prediction,0.00860981958623841
25_LightGBM_prediction,0.009743247483398365
80_ExtraTrees_prediction,0.015860018629184736
49_NeuralNetwork_prediction,0.016618349792496524
tenure,0.017430699222700262
35_RandomForest_prediction,0.022236305798519696
41_ExtraTrees_prediction,0.029334586029242903
78_RandomForest_prediction,0.02993708442390832
65_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.03023314767971297
94_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.04732237111149225
47_ExtraTrees_prediction,0.0500204846085869
64_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.05874469959387378
44_ExtraTrees_prediction,0.06592395642082509
101_RandomForest_prediction,0.0925828729065183
69_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.2773589953550455
