feature,mean_importance
Ensemble_prediction,-0.012196537980419642
8_Default_NeuralNetwork_prediction,-0.010466804594764878
32_RandomForest_prediction,-0.009559598187139185
90_DecisionTree_prediction,-0.009126995091321376
61_NearestNeighbors_prediction,-0.00888413045285541
34_RandomForest_prediction,-0.008092877619280504
14_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.006217962294976909
married_sum_educ,-0.0048668350957663305
64_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.004051278509859158
94_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.003969209256951966
84_ExtraTrees_prediction,-0.0038801054454717264
79_RandomForest_prediction,-0.003570991289954395
59_NearestNeighbors_prediction,-0.0034216458346742586
exper,-0.003156183927147116
69_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.0030608055047572913
35_RandomForest_prediction,-0.0030113463686928465
88_NeuralNetwork_prediction,-0.00245307499141989
44_ExtraTrees_prediction,-0.0022579704619208217
72_LightGBM_GoldenFeatures_prediction,-0.002242284442338538
5_Linear_prediction,-0.0017871729152231452
52_NeuralNetwork_prediction,-0.0017341607471980992
25_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.001633975543624744
38_RandomForest_prediction,-0.001080647532780188
43_ExtraTrees_prediction,-0.0005687004917070748
76_RandomForest_prediction,-0.0005621298223318361
58_NearestNeighbors_prediction,-0.0005114643692671006
60_NearestNeighbors_prediction,-0.0003045196169843223
4_DecisionTree_prediction,-0.00027697539368405356
tenure,-0.00025881969133088043
51_NeuralNetwork_prediction,0.0
married_diff_female,0.0
95_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0
89_DecisionTree_prediction,0.0
educ_diff_female,0.0
female_ratio_educ,0.0
83_ExtraTrees_prediction,0.0
105_DecisionTree_prediction,0.0
100_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0
73_LightGBM_GoldenFeatures_prediction,0.0
102_ExtraTrees_prediction,0.0
98_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0
91_DecisionTree_prediction,0.0
97_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0
3_DecisionTree_prediction,0.0
81_ExtraTrees_prediction,0.0005684337008782459
65_Xgboost_GoldenFeatures_SelectedFeatures_BoostOnErrors_prediction,0.0013483100882277332
62_NearestNeighbors_prediction,0.00153027932692813
53_NeuralNetwork_prediction,0.001714913709343402
25_LightGBM_GoldenFeatures_prediction,0.0020445720210874986
77_NeuralNetwork_prediction,0.0023791378887286774
48_NeuralNetwork_prediction,0.0026561452344292967
96_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0028343051066663794
11_Default_NearestNeighbors_prediction,0.003066545356209471
49_NeuralNetwork_prediction,0.0037134290565657537
87_ExtraTrees_prediction,0.003725668372667279
99_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.003971941839959037
93_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0041030147486474265
41_ExtraTrees_prediction,0.004396976437294841
63_NearestNeighbors_prediction,0.004472860149150914
82_NeuralNetwork_prediction,0.004626794627712249
47_ExtraTrees_prediction,0.0046650317434318465
57_NearestNeighbors_prediction,0.0048685910145997765
25_LightGBM_prediction,0.004991181149948054
tenure_sum_educ,0.005265801253563085
65_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0058113144396518155
54_NeuralNetwork_prediction,0.007072451567822791
104_DecisionTree_prediction,0.009974094032669823
85_RandomForest_prediction,0.011828847658201492
78_RandomForest_prediction,0.01256460439131346
68_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.01464974591655117
2_DecisionTree_prediction,0.01916303107853945
80_ExtraTrees_prediction,0.03474097650837811
92_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.04034982649002043
37_RandomForest_prediction,0.04762509100141785
101_RandomForest_prediction,0.12780053859248
