feature,mean_importance
35_RandomForest_prediction,-0.011072732850981004
95_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.006392473330394477
68_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.006154192023598714
25_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.005060915567840241
79_RandomForest_prediction,-0.004818753088256944
90_DecisionTree_prediction,-0.004240166146139012
41_ExtraTrees_prediction,-0.004089047194674578
3_DecisionTree_prediction,-0.00394144294305816
52_NeuralNetwork_prediction,-0.0032570722226777592
93_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.003239193104207105
tenure,-0.0031782706289823935
38_RandomForest_prediction,-0.00258401785003346
102_ExtraTrees_prediction,-0.0025422010129948712
94_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.0023304908607184593
98_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.002239859450407744
37_RandomForest_prediction,-0.0019332815476488685
69_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.001534695309557077
88_NeuralNetwork_prediction,-0.0014417179310150519
65_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.001383662505950689
62_NearestNeighbors_prediction,-0.0013284619433224676
58_NearestNeighbors_prediction,-0.0012632608377971199
60_NearestNeighbors_prediction,-0.0012629881725083503
91_DecisionTree_prediction,-0.0011919496367447714
82_NeuralNetwork_prediction,-0.0010445714832775898
84_ExtraTrees_prediction,-0.0010180575664724856
97_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.0009914475468769002
96_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.0008570095050293824
57_NearestNeighbors_prediction,-0.0006481633384145203
exper,-0.0004204469864252269
14_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.0003752521005952358
99_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.0002390744484170204
married,-9.718433519477765e-05
female,0.0
59_NearestNeighbors_prediction,2.6127831457356533e-05
43_ExtraTrees_prediction,5.977857055353697e-05
73_LightGBM_GoldenFeatures_prediction,0.00011160945020800561
100_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.00023589847495124604
87_ExtraTrees_prediction,0.00023901938413003476
64_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.00026873080554623563
72_LightGBM_GoldenFeatures_prediction,0.0003334692321542043
104_DecisionTree_prediction,0.0003656547871002891
76_RandomForest_prediction,0.00038644478012452856
65_Xgboost_GoldenFeatures_SelectedFeatures_BoostOnErrors_prediction,0.0003979058913279765
25_LightGBM_GoldenFeatures_prediction,0.0004376289132010713
89_DecisionTree_prediction,0.0006034949115646282
53_NeuralNetwork_prediction,0.0006358735744851352
44_ExtraTrees_prediction,0.0007470599810124878
77_NeuralNetwork_prediction,0.000803918451056529
4_DecisionTree_prediction,0.0008598657081009264
81_ExtraTrees_prediction,0.0008776707888363932
51_NeuralNetwork_prediction,0.0009146831267787703
83_ExtraTrees_prediction,0.0009390492113161231
5_Linear_prediction,0.001015990930811761
25_LightGBM_prediction,0.0011411603568160845
32_RandomForest_prediction,0.001158882975860942
educ,0.0013305474862295608
54_NeuralNetwork_prediction,0.0013606113261545815
2_DecisionTree_prediction,0.0014944737087148163
8_Default_NeuralNetwork_prediction,0.0016021589834211646
105_DecisionTree_prediction,0.001707108783334277
11_Default_NearestNeighbors_prediction,0.0017678827040935596
85_RandomForest_prediction,0.0017686216590077851
63_NearestNeighbors_prediction,0.002226477712924535
92_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.002489494277554827
47_ExtraTrees_prediction,0.0024928801932451172
34_RandomForest_prediction,0.0033162642821417897
49_NeuralNetwork_prediction,0.0036292034736779555
48_NeuralNetwork_prediction,0.003920521720060077
61_NearestNeighbors_prediction,0.0061473477309736515
Ensemble_prediction,0.0064227595148587
80_ExtraTrees_prediction,0.00643542169846757
101_RandomForest_prediction,0.00857198600979565
78_RandomForest_prediction,0.016888969774210248
