feature,mean_importance
68_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.02426782265460532
65_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.022825267672194414
79_RandomForest_prediction,-0.021355812675365217
tenure_sum_educ,-0.020666776002041743
35_RandomForest_prediction,-0.019463517390313455
84_ExtraTrees_prediction,-0.011309842755964727
85_RandomForest_prediction,-0.00953928365636778
51_NeuralNetwork_prediction,-0.008943629897549288
59_NearestNeighbors_prediction,-0.008608305269818461
25_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.008548619508751298
94_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.0076072857386890735
80_ExtraTrees_prediction,-0.007294286960621632
5_Linear_prediction,-0.007007879374866521
41_ExtraTrees_prediction,-0.006895320977362429
32_RandomForest_prediction,-0.0068333665603180545
47_ExtraTrees_prediction,-0.006092528837169075
43_ExtraTrees_prediction,-0.006066681469721624
25_LightGBM_prediction,-0.0055043399237718615
tenure,-0.004871566947710337
81_ExtraTrees_prediction,-0.004854994838505389
44_ExtraTrees_prediction,-0.004799206103588183
65_Xgboost_GoldenFeatures_SelectedFeatures_BoostOnErrors_prediction,-0.004187211694087367
58_NearestNeighbors_prediction,-0.004110812917646778
92_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.004001360404500087
69_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.003838896960451377
95_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.0035575160830477737
57_NearestNeighbors_prediction,-0.0033021544736856257
60_NearestNeighbors_prediction,-0.0031393864785490555
38_RandomForest_prediction,-0.0027646931372704796
104_DecisionTree_prediction,-0.0025160621915108596
63_NearestNeighbors_prediction,-0.0020181430286769107
52_NeuralNetwork_prediction,-0.0019342961135030757
88_NeuralNetwork_prediction,-0.0018775232024985766
2_DecisionTree_prediction,-0.00177045939889654
99_LightGBM_GoldenFeatures_SelectedFeatures_prediction,-0.0017103188470203646
89_DecisionTree_prediction,-0.0015184672888717387
93_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.0014998448117840458
72_LightGBM_GoldenFeatures_prediction,-0.0012287983996560725
96_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.0011836726826877642
married_sum_educ,-0.0009270386307866696
76_RandomForest_prediction,-0.0007165078748034182
3_DecisionTree_prediction,-0.0006454128673075599
97_Xgboost_GoldenFeatures_SelectedFeatures_prediction,-0.00045973210796640407
91_DecisionTree_prediction,0.0
female_ratio_educ,0.0
98_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.0
educ_diff_female,1.0828299323839552e-05
102_ExtraTrees_prediction,0.000287659218758074
100_LightGBM_GoldenFeatures_SelectedFeatures_prediction,0.00032159688818543807
14_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.0003544829666225158
83_ExtraTrees_prediction,0.0003601382022859978
25_LightGBM_GoldenFeatures_prediction,0.0005693000245053481
married_diff_female,0.0006067685373749576
73_LightGBM_GoldenFeatures_prediction,0.0008311040329108344
54_NeuralNetwork_prediction,0.0009498446153764384
48_NeuralNetwork_prediction,0.0013186017146438744
105_DecisionTree_prediction,0.002107251176051583
82_NeuralNetwork_prediction,0.00276659286517813
62_NearestNeighbors_prediction,0.0036136823952384266
8_Default_NeuralNetwork_prediction,0.003931783704891567
64_Xgboost_GoldenFeatures_SelectedFeatures_prediction,0.004659256389133048
77_NeuralNetwork_prediction,0.0054305667241184245
87_ExtraTrees_prediction,0.005595970064949729
90_DecisionTree_prediction,0.005754000457585395
exper,0.005799222263981852
4_DecisionTree_prediction,0.006172768469200773
11_Default_NearestNeighbors_prediction,0.00689709035824797
37_RandomForest_prediction,0.007237131385471019
53_NeuralNetwork_prediction,0.015632643193899065
Ensemble_prediction,0.018215053902440093
101_RandomForest_prediction,0.02615345941210736
61_NearestNeighbors_prediction,0.028214927924848608
34_RandomForest_prediction,0.028417819175887028
49_NeuralNetwork_prediction,0.02961859379564995
78_RandomForest_prediction,0.04382896517394751
