0,1.132992,1.591531
1,1.032786,1.450521
2,0.952383,1.335544
3,0.87401,1.240099
4,0.814386,1.168018
5,0.759643,1.098687
6,0.715551,1.049241
7,0.673978,0.992816
8,0.645896,0.960791
9,0.617293,0.921167
10,0.594004,0.889184
11,0.572949,0.859356
12,0.555487,0.838514
13,0.542131,0.808366
14,0.529786,0.795536
15,0.513226,0.775464
16,0.502075,0.757474
17,0.494564,0.741813
18,0.487034,0.733495
19,0.479601,0.723131
20,0.473945,0.717313
21,0.46873,0.710816
22,0.461617,0.697146
23,0.45812,0.686004
24,0.454015,0.679297
25,0.450088,0.67458
26,0.446148,0.676096
27,0.443929,0.672239
28,0.44135,0.665686
29,0.438362,0.667381
30,0.436216,0.664881
31,0.434158,0.661997
32,0.432373,0.665313
33,0.430766,0.662658
34,0.429189,0.660779
35,0.426714,0.664181
36,0.425376,0.662305
37,0.423752,0.658527
38,0.422516,0.656392
39,0.421135,0.653685
40,0.419034,0.652537
41,0.417433,0.652367
42,0.416052,0.650194
43,0.414202,0.652083
44,0.412906,0.652548
45,0.41156,0.650127
46,0.410096,0.652558
47,0.408571,0.653925
48,0.407118,0.654267
49,0.405273,0.655666
50,0.404021,0.660844
51,0.402947,0.662666
52,0.401882,0.659138
53,0.400774,0.65876
54,0.399469,0.66148
55,0.397953,0.663112
56,0.396495,0.665857
57,0.395518,0.664653
58,0.394522,0.66421
59,0.393571,0.666287
60,0.392329,0.668501
61,0.390911,0.668203
62,0.389891,0.666687
63,0.388963,0.665113
64,0.387602,0.666683
65,0.386414,0.670403
66,0.385552,0.670979
67,0.384736,0.67019
68,0.384001,0.66833
69,0.382532,0.672439
70,0.381693,0.673517
71,0.38039,0.675899
72,0.379775,0.675747
73,0.378657,0.680256
74,0.377631,0.682352
75,0.376298,0.679741
76,0.375448,0.680334
77,0.374377,0.680855
78,0.37358,0.683668
79,0.372444,0.683476
80,0.371768,0.682355
81,0.370842,0.686685
82,0.370012,0.687973
83,0.3695,0.687916
84,0.368697,0.689601
85,0.368115,0.687757
86,0.366983,0.688916
87,0.366132,0.685441
88,0.364998,0.687626
89,0.363956,0.688793
90,0.363365,0.691289
91,0.362108,0.691213
92,0.361408,0.690516
93,0.361039,0.691401
94,0.360514,0.689901
95,0.360201,0.686678
