0,0.5814275370338485,
1,0.4102230447978298,
2,0.3329932728920258,
3,0.316096178974142,
4,0.3093330732119007,
5,0.3031674683437323,
6,0.2951784103942038,
7,0.2869074619085392,
8,0.2779096624762984,
9,0.27265106184897264,
10,0.26930587718235166,
11,0.26810765765582556,
12,0.26439248957856265,
13,0.262013252177715,
14,0.2580799449124142,
15,0.2552325069408974,
16,0.2524422266586747,
17,0.2508640647853346,
18,0.24811205800860664,
19,0.24710979219393905,
20,0.24597395307815972,
21,0.2428907266721038,
